# Matrix DUMP with global indexes
# nRanks = 1
# Matrix DIM = 302x302
# Out precision = 16
# DUMP (global) start

rank = 0
iLocalPartitionID = 0
iLocalPartitionBgn = 0
iLocalPartitionEnd = 302
	gi = 0
		gj = 25
		block = [ -9.7762697780455377e-01 ]
		gj = 26
		block = [ -9.3727857532151394e-03 ]
		gj = 27
		block = [ 1.0000000000000000e+00 ]
		gj = 30
		block = [ -6.5248770731544826e-03 ]
		gj = 35
		block = [ -6.5248770731544826e-03 ]
	gi = 28
		gj = 19
		block = [ -1.6118350483603942e-02 ]
		gj = 23
		block = [ -1.5647815126956066e-02 ]
		gj = 28
		block = [ 1.0000000000000000e+00 ]
		gj = 29
		block = [ -9.3831956378338632e-01 ]
		gj = 32
		block = [ -1.4718026747588733e-02 ]
		gj = 58
		block = [ -1.4718026747588733e-02 ]
	gi = 29
		gj = 20
		block = [ -1.9922722697838591e-03 ]
		gj = 25
		block = [ -1.9931002550759693e-03 ]
		gj = 28
		block = [ -8.1762121026416790e-01 ]
		gj = 29
		block = [ 1.0000000000000000e+00 ]
		gj = 30
		block = [ -1.7416033118066310e-01 ]
		gj = 34
		block = [ -1.9929517000189093e-03 ]
		gj = 60
		block = [ -1.9929517000189093e-03 ]
	gi = 30
		gj = 21
		block = [ -8.0899333423678485e-02 ]
		gj = 27
		block = [ -7.7128172391937158e-02 ]
		gj = 29
		block = [ -6.8990753517500047e-01 ]
		gj = 30
		block = [ 1.0000000000000000e+00 ]
		gj = 36
		block = [ -7.6182714405160654e-02 ]
		gj = 62
		block = [ -7.6182714405162555e-02 ]
	gi = 31
		gj = 23
		block = [ -1.5875994789092459e-02 ]
		gj = 31
		block = [ 1.0000000000000000e+00 ]
		gj = 32
		block = [ -1.4896850273393297e-02 ]
		gj = 33
		block = [ -9.5384543509807307e-01 ]
		gj = 79
		block = [ -1.4896850273393297e-02 ]
	gi = 32
		gj = 28
		block = [ -1.4685872411556916e-02 ]
		gj = 31
		block = [ -1.4650365084218291e-02 ]
		gj = 32
		block = [ 1.0000000000000000e+00 ]
		gj = 34
		block = [ -9.4098529372094120e-01 ]
		gj = 59
		block = [ -1.4600848785723153e-02 ]
		gj = 76
		block = [ -1.4600848785723153e-02 ]
	gi = 33
		gj = 25
		block = [ -1.9688743694460421e-03 ]
		gj = 31
		block = [ -8.0923868260148413e-01 ]
		gj = 33
		block = [ 1.0000000000000000e+00 ]
		gj = 34
		block = [ -1.9725192888411175e-03 ]
		gj = 35
		block = [ -1.8460475007088245e-01 ]
		gj = 81
		block = [ -1.9725192888411175e-03 ]
	gi = 34
		gj = 29
		block = [ -1.9542661515500356e-03 ]
		gj = 32
		block = [ -8.0581246167646692e-01 ]
		gj = 33
		block = [ -1.9580297471022980e-03 ]
		gj = 34
		block = [ 1.0000000000000000e+00 ]
		gj = 36
		block = [ -1.8611007501908783e-01 ]
		gj = 61
		block = [ -1.9641678753363877e-03 ]
		gj = 77
		block = [ -1.9641678753363877e-03 ]
	gi = 35
		gj = 27
		block = [ -9.4675438104925944e-02 ]
		gj = 33
		block = [ -7.2377304329346404e-01 ]
		gj = 35
		block = [ 1.0000000000000000e+00 ]
		gj = 36
		block = [ -9.0803114142210983e-02 ]
		gj = 83
		block = [ -9.0803114142273447e-02 ]
	gi = 36
		gj = 30
		block = [ -8.2737993223257825e-02 ]
		gj = 34
		block = [ -6.7743199124264664e-01 ]
		gj = 35
		block = [ -8.0387277279797387e-02 ]
		gj = 36
		block = [ 1.0000000000000000e+00 ]
		gj = 63
		block = [ -7.9767651972415102e-02 ]
		gj = 78
		block = [ -7.9767651972471917e-02 ]
	gi = 37
		gj = 37
		block = [ 1.0000000000000000e+00 ]
		gj = 38
		block = [ -9.5385170408714359e-01 ]
		gj = 40
		block = [ -1.5872236881340304e-02 ]
		gj = 46
		block = [ -1.4895694233989986e-02 ]
		gj = 154
		block = [ -1.4895694233989986e-02 ]
	gi = 38
		gj = 37
		block = [ -8.0936745683839306e-01 ]
		gj = 38
		block = [ 1.0000000000000000e+00 ]
		gj = 39
		block = [ -1.8447571595884044e-01 ]
		gj = 42
		block = [ -1.9685764716449380e-03 ]
		gj = 47
		block = [ -1.9728331760435831e-03 ]
		gj = 156
		block = [ -1.9728331760435831e-03 ]
	gi = 39
		gj = 38
		block = [ -7.2362641873245759e-01 ]
		gj = 39
		block = [ 1.0000000000000000e+00 ]
		gj = 44
		block = [ -9.4719159854876014e-02 ]
		gj = 48
		block = [ -9.0854435925719096e-02 ]
		gj = 158
		block = [ -9.0854435925781588e-02 ]
	gi = 40
		gj = 10
		block = [ -2.6092652811747948e-02 ]
		gj = 37
		block = [ -1.5324537812752318e-02 ]
		gj = 40
		block = [ 1.0000000000000000e+00 ]
		gj = 41
		block = [ -1.5324537812752318e-02 ]
		gj = 42
		block = [ -9.4304848078475811e-01 ]
	gi = 41
		gj = 14
		block = [ -1.6117505231825063e-02 ]
		gj = 40
		block = [ -1.5648907025266098e-02 ]
		gj = 41
		block = [ 1.0000000000000000e+00 ]
		gj = 43
		block = [ -9.3831769476899896e-01 ]
		gj = 46
		block = [ -1.4718859933148920e-02 ]
		gj = 49
		block = [ -1.4718859933148920e-02 ]
	gi = 42
		gj = 11
		block = [ -7.8214535044163170e-04 ]
		gj = 38
		block = [ -6.0414325621465704e-04 ]
		gj = 40
		block = [ -2.5437300872168594e-01 ]
		gj = 42
		block = [ 1.0000000000000000e+00 ]
		gj = 43
		block = [ -6.0414325621465704e-04 ]
		gj = 44
		block = [ -7.4354349256834351e-01 ]
	gi = 43
		gj = 16
		block = [ -1.9921692345513044e-03 ]
		gj = 41
		block = [ -8.1766548710752573e-01 ]
		gj = 42
		block = [ -1.9932196702072361e-03 ]
		gj = 43
		block = [ 1.0000000000000000e+00 ]
		gj = 45
		block = [ -1.7411584109678693e-01 ]
		gj = 47
		block = [ -1.9930596248245937e-03 ]
		gj = 51
		block = [ -1.9930596248245937e-03 ]
	gi = 44
		gj = 12
		block = [ -9.3739096629225412e-03 ]
		gj = 39
		block = [ -6.5249779065680753e-03 ]
		gj = 42
		block = [ -9.7762564837874777e-01 ]
		gj = 44
		block = [ 1.0000000000000000e+00 ]
		gj = 45
		block = [ -6.5249779065682419e-03 ]
	gi = 45
		gj = 18
		block = [ -8.0918487791426033e-02 ]
		gj = 43
		block = [ -6.8982340214835403e-01 ]
		gj = 44
		block = [ -7.7149674817733910e-02 ]
		gj = 45
		block = [ 1.0000000000000000e+00 ]
		gj = 48
		block = [ -7.6204388475734408e-02 ]
		gj = 53
		block = [ -7.6204388475680174e-02 ]
	gi = 46
		gj = 37
		block = [ -1.4629466651073999e-02 ]
		gj = 41
		block = [ -1.4662385584880590e-02 ]
		gj = 46
		block = [ 1.0000000000000000e+00 ]
		gj = 47
		block = [ -9.4107788323106412e-01 ]
		gj = 50
		block = [ -1.4577162919061019e-02 ]
		gj = 155
		block = [ -1.4577162919061019e-02 ]
	gi = 47
		gj = 38
		block = [ -1.9559960755135336e-03 ]
		gj = 43
		block = [ -1.9516190414340473e-03 ]
		gj = 46
		block = [ -8.0614129308021898e-01 ]
		gj = 47
		block = [ 1.0000000000000000e+00 ]
		gj = 48
		block = [ -1.8578468943253465e-01 ]
		gj = 52
		block = [ -1.9649694018830338e-03 ]
		gj = 157
		block = [ -1.9649694018830338e-03 ]
	gi = 48
		gj = 39
		block = [ -8.0413206072119686e-02 ]
		gj = 45
		block = [ -8.2756613418629749e-02 ]
		gj = 47
		block = [ -6.7734229865521589e-01 ]
		gj = 48
		block = [ 1.0000000000000000e+00 ]
		gj = 54
		block = [ -7.9790234110195965e-02 ]
		gj = 159
		block = [ -7.9790234110251143e-02 ]
	gi = 49
		gj = 41
		block = [ -1.4728430440922502e-02 ]
		gj = 49
		block = [ 1.0000000000000000e+00 ]
		gj = 50
		block = [ -1.4626823672736312e-02 ]
		gj = 51
		block = [ -9.4079578185590251e-01 ]
		gj = 55
		block = [ -1.4743827876311837e-02 ]
		gj = 64
		block = [ -1.4626823672736312e-02 ]
	gi = 50
		gj = 46
		block = [ -1.4645395585894332e-02 ]
		gj = 49
		block = [ -1.4629394214519776e-02 ]
		gj = 50
		block = [ 1.0000000000000000e+00 ]
		gj = 52
		block = [ -9.4093417928105461e-01 ]
		gj = 70
		block = [ -1.4656593955033239e-02 ]
		gj = 172
		block = [ -1.4656593955033239e-02 ]
	gi = 51
		gj = 43
		block = [ -1.9779474106627636e-03 ]
		gj = 49
		block = [ -8.1309897849601631e-01 ]
		gj = 51
		block = [ 1.0000000000000000e+00 ]
		gj = 52
		block = [ -1.9819287600840395e-03 ]
		gj = 53
		block = [ -1.7875209624637467e-01 ]
		gj = 56
		block = [ -1.9665262568805040e-03 ]
		gj = 66
		block = [ -1.9819287600840395e-03 ]
	gi = 52
		gj = 47
		block = [ -1.9500338882013216e-03 ]
		gj = 50
		block = [ -7.9615364318589310e-01 ]
		gj = 51
		block = [ -1.9406868382210024e-03 ]
		gj = 52
		block = [ 1.0000000000000000e+00 ]
		gj = 54
		block = [ -1.9584215875539440e-01 ]
		gj = 72
		block = [ -1.9406245052656145e-03 ]
		gj = 174
		block = [ -1.9406245052656145e-03 ]
	gi = 53
		gj = 45
		block = [ -7.8280621834110928e-02 ]
		gj = 51
		block = [ -6.8870359097457190e-01 ]
		gj = 53
		block = [ 1.0000000000000000e+00 ]
		gj = 54
		block = [ -7.7091379740738125e-02 ]
		gj = 57
		block = [ -7.9061890108557797e-02 ]
		gj = 68
		block = [ -7.7091379740734517e-02 ]
	gi = 54
		gj = 48
		block = [ -7.6138074416812543e-02 ]
		gj = 52
		block = [ -6.9803811671149774e-01 ]
		gj = 53
		block = [ -7.7742786649030046e-02 ]
		gj = 54
		block = [ 1.0000000000000000e+00 ]
		gj = 74
		block = [ -7.4098256827463543e-02 ]
		gj = 176
		block = [ -7.4098256827461947e-02 ]
	gi = 55
		gj = 14
		block = [ -1.6197137865767736e-02 ]
		gj = 19
		block = [ -1.6196660092744099e-02 ]
		gj = 49
		block = [ -1.4806877473658537e-02 ]
		gj = 55
		block = [ 1.0000000000000000e+00 ]
		gj = 56
		block = [ -9.3751180117078103e-01 ]
		gj = 58
		block = [ -1.4806877473658537e-02 ]
	gi = 56
		gj = 16
		block = [ -2.0109350560955212e-03 ]
		gj = 20
		block = [ -2.0109857235591356e-03 ]
		gj = 51
		block = [ -2.0002219068102102e-03 ]
		gj = 55
		block = [ -8.2060385920418877e-01 ]
		gj = 56
		block = [ 1.0000000000000000e+00 ]
		gj = 57
		block = [ -1.7112383184142732e-01 ]
		gj = 60
		block = [ -2.0002219068102102e-03 ]
	gi = 57
		gj = 18
		block = [ -7.8250738364046418e-02 ]
		gj = 21
		block = [ -7.8248857993791637e-02 ]
		gj = 53
		block = [ -7.4468026136735851e-02 ]
		gj = 56
		block = [ -6.9493648279845111e-01 ]
		gj = 57
		block = [ 1.0000000000000000e+00 ]
		gj = 62
		block = [ -7.4468026136739821e-02 ]
	gi = 58
		gj = 28
		block = [ -1.4725890879795896e-02 ]
		gj = 55
		block = [ -1.4743339940754462e-02 ]
		gj = 58
		block = [ 1.0000000000000000e+00 ]
		gj = 59
		block = [ -1.4626594922809105e-02 ]
		gj = 60
		block = [ -9.4079928321898587e-01 ]
		gj = 64
		block = [ -1.4626594922809105e-02 ]
	gi = 59
		gj = 32
		block = [ -1.4635426147603490e-02 ]
		gj = 58
		block = [ -1.4621393256310684e-02 ]
		gj = 59
		block = [ 1.0000000000000000e+00 ]
		gj = 61
		block = [ -9.4096988802451453e-01 ]
		gj = 65
		block = [ -1.4647859085515249e-02 ]
		gj = 85
		block = [ -1.4647859085515249e-02 ]
	gi = 60
		gj = 29
		block = [ -1.9777446411778392e-03 ]
		gj = 56
		block = [ -1.9664832848347003e-03 ]
		gj = 58
		block = [ -8.1311121230404015e-01 ]
		gj = 60
		block = [ 1.0000000000000000e+00 ]
		gj = 61
		block = [ -1.9819585799910979e-03 ]
		gj = 62
		block = [ -1.7874005994145561e-01 ]
		gj = 66
		block = [ -1.9819585799910979e-03 ]
	gi = 61
		gj = 34
		block = [ -1.9454833089487000e-03 ]
		gj = 59
		block = [ -7.9624191049141824e-01 ]
		gj = 60
		block = [ -1.9398011775403510e-03 ]
		gj = 61
		block = [ 1.0000000000000000e+00 ]
		gj = 63
		block = [ -1.9575903592727553e-01 ]
		gj = 67
		block = [ -1.9408396568228318e-03 ]
		gj = 86
		block = [ -1.9408396568228318e-03 ]
	gi = 62
		gj = 30
		block = [ -7.8281499078513977e-02 ]
		gj = 57
		block = [ -7.9068649573375324e-02 ]
		gj = 60
		block = [ -6.8868025333464000e-01 ]
		gj = 62
		block = [ 1.0000000000000000e+00 ]
		gj = 63
		block = [ -7.7099182681886702e-02 ]
		gj = 68
		block = [ -7.7099182681940437e-02 ]
	gi = 63
		gj = 36
		block = [ -7.6138674201390810e-02 ]
		gj = 61
		block = [ -6.9800740638012138e-01 ]
		gj = 62
		block = [ -7.7755077887654719e-02 ]
		gj = 63
		block = [ 1.0000000000000000e+00 ]
		gj = 69
		block = [ -7.4107021990920632e-02 ]
		gj = 87
		block = [ -7.4107021990922228e-02 ]
	gi = 64
		gj = 49
		block = [ -1.4676123736417534e-02 ]
		gj = 58
		block = [ -1.4676380094723681e-02 ]
		gj = 64
		block = [ 1.0000000000000000e+00 ]
		gj = 65
		block = [ -1.4693074715785383e-02 ]
		gj = 66
		block = [ -9.4078189236768328e-01 ]
		gj = 70
		block = [ -1.4693074715785383e-02 ]
	gi = 65
		gj = 59
		block = [ -1.4627312128031079e-02 ]
		gj = 64
		block = [ -1.4617492048964032e-02 ]
		gj = 65
		block = [ 1.0000000000000000e+00 ]
		gj = 67
		block = [ -9.4096874201112346e-01 ]
		gj = 71
		block = [ -1.4654990482595063e-02 ]
		gj = 115
		block = [ -1.4654990482595063e-02 ]
	gi = 66
		gj = 51
		block = [ -1.9588508990389434e-03 ]
		gj = 60
		block = [ -1.9589231220090552e-03 ]
		gj = 64
		block = [ -8.0091161258555155e-01 ]
		gj = 66
		block = [ 1.0000000000000000e+00 ]
		gj = 67
		block = [ -1.9522220556772818e-03 ]
		gj = 68
		block = [ -1.9103120586321248e-01 ]
		gj = 72
		block = [ -1.9522220556772818e-03 ]
	gi = 67
		gj = 61
		block = [ -1.9006487843346784e-03 ]
		gj = 65
		block = [ -7.8084759116894853e-01 ]
		gj = 66
		block = [ -1.8931314794068436e-03 ]
		gj = 67
		block = [ 1.0000000000000000e+00 ]
		gj = 69
		block = [ -2.1132723130446057e-01 ]
		gj = 73
		block = [ -1.9033160034743119e-03 ]
		gj = 117
		block = [ -1.9033160034743119e-03 ]
	gi = 68
		gj = 53
		block = [ -7.6425430776905237e-02 ]
		gj = 62
		block = [ -7.6426666999895074e-02 ]
		gj = 66
		block = [ -6.9947931068083180e-01 ]
		gj = 68
		block = [ 1.0000000000000000e+00 ]
		gj = 69
		block = [ -7.3919814591169461e-02 ]
		gj = 74
		block = [ -7.3919814591117905e-02 ]
	gi = 69
		gj = 63
		block = [ -6.9287829265203993e-02 ]
		gj = 67
		block = [ -7.2843000240330247e-01 ]
		gj = 68
		block = [ -7.0290972254025863e-02 ]
		gj = 69
		block = [ 1.0000000000000000e+00 ]
		gj = 75
		block = [ -6.6064572955578993e-02 ]
		gj = 119
		block = [ -6.6064572955582018e-02 ]
	gi = 70
		gj = 50
		block = [ -1.4629044589531444e-02 ]
		gj = 64
		block = [ -1.4618761131905597e-02 ]
		gj = 70
		block = [ 1.0000000000000000e+00 ]
		gj = 71
		block = [ -1.4655342998934617e-02 ]
		gj = 72
		block = [ -9.4096499222590191e-01 ]
		gj = 173
		block = [ -1.4655342998934617e-02 ]
	gi = 71
		gj = 65
		block = [ -1.4647377290209910e-02 ]
		gj = 70
		block = [ -1.4646458084935619e-02 ]
		gj = 71
		block = [ 1.0000000000000000e+00 ]
		gj = 73
		block = [ -9.4087367340720540e-01 ]
		gj = 112
		block = [ -1.4678373194351753e-02 ]
		gj = 181
		block = [ -1.4678373194351753e-02 ]
	gi = 72
		gj = 52
		block = [ -1.8996569246949617e-03 ]
		gj = 66
		block = [ -1.8932872923071837e-03 ]
		gj = 70
		block = [ -7.8084088701483134e-01 ]
		gj = 72
		block = [ 1.0000000000000000e+00 ]
		gj = 73
		block = [ -1.9032996620986511e-03 ]
		gj = 74
		block = [ -2.1133477908300388e-01 ]
		gj = 175
		block = [ -1.9032996620986511e-03 ]
	gi = 73
		gj = 67
		block = [ -1.8481808385703764e-03 ]
		gj = 71
		block = [ -7.5854302423688502e-01 ]
		gj = 72
		block = [ -1.8480129323376303e-03 ]
		gj = 73
		block = [ 1.0000000000000000e+00 ]
		gj = 75
		block = [ -2.3384751473246684e-01 ]
		gj = 113
		block = [ -1.8489486215774072e-03 ]
		gj = 183
		block = [ -1.8489486215774072e-03 ]
	gi = 74
		gj = 54
		block = [ -6.9280248122724694e-02 ]
		gj = 68
		block = [ -7.0281729430806669e-02 ]
		gj = 72
		block = [ -7.2846150220351025e-01 ]
		gj = 74
		block = [ 1.0000000000000000e+00 ]
		gj = 75
		block = [ -6.6057343084033715e-02 ]
		gj = 177
		block = [ -6.6057343084030690e-02 ]
	gi = 75
		gj = 69
		block = [ -5.9890334044626799e-02 ]
		gj = 73
		block = [ -7.6921309850946851e-01 ]
		gj = 74
		block = [ -5.9891504183538946e-02 ]
		gj = 75
		block = [ 1.0000000000000000e+00 ]
		gj = 114
		block = [ -5.5588439817602101e-02 ]
		gj = 185
		block = [ -5.5588439817557726e-02 ]
	gi = 76
		gj = 32
		block = [ -1.4586050818667120e-02 ]
		gj = 76
		block = [ 1.0000000000000000e+00 ]
		gj = 77
		block = [ -9.4110828303425309e-01 ]
		gj = 79
		block = [ -1.4601567093597646e-02 ]
		gj = 85
		block = [ -1.4614169584711787e-02 ]
		gj = 88
		block = [ -1.4614169584711787e-02 ]
	gi = 77
		gj = 34
		block = [ -1.8935474193102618e-03 ]
		gj = 76
		block = [ -7.7772925199818366e-01 ]
		gj = 77
		block = [ 1.0000000000000000e+00 ]
		gj = 78
		block = [ -2.1446947069210873e-01 ]
		gj = 81
		block = [ -1.8921733884020994e-03 ]
		gj = 86
		block = [ -1.8957150517455723e-03 ]
		gj = 90
		block = [ -1.8957150517455723e-03 ]
	gi = 78
		gj = 36
		block = [ -7.9299819101808083e-02 ]
		gj = 77
		block = [ -6.9976141972446426e-01 ]
		gj = 78
		block = [ 1.0000000000000000e+00 ]
		gj = 83
		block = [ -7.5121288305460776e-02 ]
		gj = 87
		block = [ -7.2889337059210163e-02 ]
		gj = 92
		block = [ -7.2889337059208789e-02 ]
	gi = 79
		gj = 31
		block = [ -1.4878508833810830e-02 ]
		gj = 76
		block = [ -1.4844000347992169e-02 ]
		gj = 79
		block = [ 1.0000000000000000e+00 ]
		gj = 80
		block = [ -1.4844000347992169e-02 ]
		gj = 81
		block = [ -9.5494966208421084e-01 ]
